Acinetobacter	Anabaena	Bacillus	Bdellovibrio	Burkholderia	Chlamydia	Chlamydophila	Clostridium	Escherichia	Lactococcus	Microcystis	Mycobacterium	Prochlorococcus	Pseudomonas	Salmonella	Shigella	Staphylococcus	Streptococcus	Synechococcus	Vibrio	Yersinia
mcl_790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
mcl_794	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_801	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_802	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
mcl_803	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_814	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_822	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
mcl_825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_828	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
mcl_836	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mcl_838	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_843	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_845	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_846	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_847	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_848	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_850	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
mcl_851	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_854	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_856	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
mcl_857	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
mcl_859	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_860	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_863	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
mcl_866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
mcl_867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
mcl_868	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_869	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0
mcl_870	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_873	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
mcl_874	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0
mcl_875	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
mcl_876	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
mcl_877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
mcl_879	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mcl_885	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mcl_887	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_888	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_890	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_892	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_893	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
mcl_896	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_898	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_899	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_901	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_903	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_909	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0
mcl_910	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_912	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_914	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
mcl_916	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_927	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_932	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
mcl_935	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mcl_936	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
mcl_941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
mcl_943	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_944	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_945	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_946	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_947	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_950	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_953	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_956	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mcl_957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
mcl_959	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
mcl_965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_968	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_978	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_980	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
mcl_988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
mcl_996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
mcl_1010	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
mcl_1014	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1021	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
mcl_1031	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1049	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
mcl_1051	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
mcl_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
mcl_1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mcl_1076	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1077	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1078	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1079	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1080	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1081	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
mcl_1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
mcl_1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
mcl_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
mcl_1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_1093	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_1094	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
mcl_1104	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1106	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
mcl_1107	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1108	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mcl_1116	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1118	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
mcl_1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
mcl_1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_1128	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1
mcl_1131	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1134	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1135	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
mcl_1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
mcl_1146	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
mcl_1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
mcl_1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
mcl_1163	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1164	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1169	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1173	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1179	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1184	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
mcl_1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
mcl_1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
mcl_1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
mcl_1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
mcl_1201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0
mcl_1202	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
mcl_1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0
mcl_1219	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
mcl_1220	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1221	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mcl_1230	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1232	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1233	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
mcl_1234	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
mcl_1235	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
mcl_1236	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
mcl_1240	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0
mcl_1246	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
mcl_1248	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mcl_1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
mcl_1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
mcl_1257	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
mcl_1258	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
mcl_1259	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
mcl_1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
mcl_1266	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
mcl_1273	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mcl_1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
mcl_1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_1289	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1290	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1291	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1293	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
mcl_1295	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
mcl_1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
mcl_1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
mcl_1304	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1305	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_1308	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mcl_1311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1313	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1326	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
mcl_1327	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1330	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1339	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1342	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1343	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mcl_1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_1348	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_1354	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_1355	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
